cost_id,usage_id,job_id,asset_id,cost_date,cost_category,amount_cents,gst_input_cents,tax_code,bas_g11_cents,bas_1b_cents,supplier_name,withholding_cents
COST000828,USE00691,JOB0021,LD001,2026-02-18,Labour,45665,0,N-T,0,0,Grounded Fleet Payroll,0
COST000829,USE00534,JOB0017,BC001,2026-02-19,Fuel,26031,2603,GST,26031,2603,BP Australia,0
COST000830,USE00534,JOB0017,BC001,2026-02-19,Labour,50611,0,N-T,0,0,Grounded Fleet Payroll,0
COST000831,USE00534,JOB0017,BC001,2026-02-19,Maintenance,36620,3662,GST,36620,3662,Komatsu Service,0
COST000832,USE00506,JOB0017,DZ001,2026-02-19,Fuel,47039,4704,GST,47039,4704,Ampol,0
COST000833,USE00506,JOB0017,DZ001,2026-02-19,Labour,38149,0,N-T,0,0,Grounded Fleet Payroll,0
COST000834,USE00506,JOB0017,DZ001,2026-02-19,Maintenance,72111,7211,GST,72111,7211,Komatsu Service,0
COST000835,USE00548,JOB0017,EX001,2026-02-19,Fuel,40348,4035,GST,40348,4035,Ampol,0
COST000836,USE00548,JOB0017,EX001,2026-02-19,Labour,50995,0,N-T,0,0,Grounded Fleet Payroll,0
COST000837,USE00548,JOB0017,EX001,2026-02-19,Maintenance,40803,4080,GST,40803,4080,WesTrac,0
COST000838,USE00548,JOB0017,EX001,2026-02-19,Transport/float,98642,9864,GST,98642,9864,Metro Heavy Haulage,0
COST000839,USE00562,JOB0017,EX002,2026-02-19,Fuel,32412,3241,GST,32412,3241,BP Australia,0
COST000840,USE00562,JOB0017,EX002,2026-02-19,Labour,47093,0,N-T,0,0,Grounded Fleet Payroll,0
COST000841,USE00520,JOB0017,EX003,2026-02-19,Fuel,49727,4973,GST,49727,4973,Viva Energy,0
COST000842,USE00520,JOB0017,EX003,2026-02-19,Labour,51344,0,N-T,0,0,Grounded Fleet Payroll,0
COST000843,USE00658,JOB0020,EX001,2026-02-19,Fuel,20675,2068,GST,20675,2068,Caltex,0
COST000844,USE00658,JOB0020,EX001,2026-02-19,Labour,48543,0,N-T,0,0,Grounded Fleet Payroll,0
COST000845,USE00658,JOB0020,EX001,2026-02-19,Transport/float,63442,6344,GST,63442,6344,Metro Heavy Haulage,0
COST000846,USE00658,JOB0020,EX001,2026-02-19,E-tag,4979,498,GST,4979,498,Linkt,0
COST000847,USE00682,JOB0020,EX005,2026-02-19,Fuel,27935,2794,GST,27935,2794,Ampol,0
COST000848,USE00682,JOB0020,EX005,2026-02-19,Labour,43282,0,N-T,0,0,Grounded Fleet Payroll,0
COST000849,USE00682,JOB0020,EX005,2026-02-19,Maintenance,46957,4696,GST,46957,4696,CAT Parts,0
COST000850,USE00682,JOB0020,EX005,2026-02-19,Transport/float,51190,5119,GST,51190,5119,VIC Tilt Tray,0
COST000851,USE00670,JOB0020,GR001,2026-02-19,Fuel,29701,2970,GST,29701,2970,Ampol,0
COST000852,USE00670,JOB0020,GR001,2026-02-19,Labour,38616,0,N-T,0,0,Grounded Fleet Payroll,0
COST000853,USE00670,JOB0020,GR001,2026-02-19,Maintenance,25839,2584,GST,25839,2584,Local Diesel Repairs,0
COST000854,USE00688,JOB0021,DZ001,2026-02-19,Fuel,33599,3360,GST,33599,3360,BP Australia,0
COST000855,USE00688,JOB0021,DZ001,2026-02-19,Labour,45009,0,N-T,0,0,Grounded Fleet Payroll,0
COST000856,USE00704,JOB0021,EX003,2026-02-19,Fuel,34015,3402,GST,34015,3402,Ampol,0
COST000857,USE00704,JOB0021,EX003,2026-02-19,Labour,51669,0,N-T,0,0,Grounded Fleet Payroll,0
COST000858,USE00704,JOB0021,EX003,2026-02-19,E-tag,8711,871,GST,8711,871,Linkt,0
COST000859,USE00696,JOB0021,EX004,2026-02-19,Fuel,27142,2714,GST,27142,2714,Viva Energy,0
COST000860,USE00696,JOB0021,EX004,2026-02-19,Labour,56175,0,N-T,0,0,Grounded Fleet Payroll,0
COST000861,USE00700,JOB0021,EX005,2026-02-19,Fuel,66405,6640,GST,66405,6640,Caltex,0
COST000862,USE00700,JOB0021,EX005,2026-02-19,Labour,56588,0,N-T,0,0,Grounded Fleet Payroll,0
COST000863,USE00700,JOB0021,EX005,2026-02-19,Maintenance,79282,7928,GST,79282,7928,WesTrac,0
COST000864,USE00700,JOB0021,EX005,2026-02-19,Transport/float,64343,6434,GST,64343,6434,Grounded Float,0
COST000865,USE00692,JOB0021,LD001,2026-02-19,Fuel,33305,3330,GST,33305,3330,Viva Energy,0
COST000866,USE00692,JOB0021,LD001,2026-02-19,Labour,50455,0,N-T,0,0,Grounded Fleet Payroll,0
COST000867,USE00535,JOB0017,BC001,2026-02-20,Fuel,22384,2238,GST,22384,2238,Caltex,0
COST000868,USE00535,JOB0017,BC001,2026-02-20,Labour,52023,0,N-T,0,0,Grounded Fleet Payroll,0
COST000869,USE00535,JOB0017,BC001,2026-02-20,Maintenance,22763,2276,GST,22763,2276,Komatsu Service,0
COST000870,USE00507,JOB0017,DZ001,2026-02-20,Fuel,66549,6655,GST,66549,6655,Ampol,0
COST000871,USE00507,JOB0017,DZ001,2026-02-20,Labour,42730,0,N-T,0,0,Grounded Fleet Payroll,0
COST000872,USE00549,JOB0017,EX001,2026-02-20,Fuel,19388,1939,GST,19388,1939,Ampol,0
COST000873,USE00549,JOB0017,EX001,2026-02-20,Labour,59559,0,N-T,0,0,Grounded Fleet Payroll,0
COST000874,USE00549,JOB0017,EX001,2026-02-20,Transport/float,52313,5231,GST,52313,5231,Metro Heavy Haulage,0
COST000875,USE00549,JOB0017,EX001,2026-02-20,E-tag,5285,528,GST,5285,528,Linkt,0
COST000876,USE00563,JOB0017,EX002,2026-02-20,Fuel,40387,4039,GST,40387,4039,Viva Energy,0
COST000877,USE00563,JOB0017,EX002,2026-02-20,Labour,51638,0,N-T,0,0,Grounded Fleet Payroll,0
COST000878,USE00521,JOB0017,EX003,2026-02-20,Fuel,26342,2634,GST,26342,2634,Viva Energy,0
COST000879,USE00521,JOB0017,EX003,2026-02-20,Labour,58003,0,N-T,0,0,Grounded Fleet Payroll,0
COST000880,USE00659,JOB0020,EX001,2026-02-20,Fuel,34449,3445,GST,34449,3445,BP Australia,0
COST000881,USE00659,JOB0020,EX001,2026-02-20,Labour,57829,0,N-T,0,0,Grounded Fleet Payroll,0
COST000882,USE00659,JOB0020,EX001,2026-02-20,Maintenance,64681,6468,GST,64681,6468,Komatsu Service,0
COST000883,USE00659,JOB0020,EX001,2026-02-20,Transport/float,77675,7768,GST,77675,7768,VIC Tilt Tray,0
COST000884,USE00683,JOB0020,EX005,2026-02-20,Fuel,63280,6328,GST,63280,6328,Viva Energy,0
COST000885,USE00683,JOB0020,EX005,2026-02-20,Labour,57667,0,N-T,0,0,Grounded Fleet Payroll,0
COST000886,USE00683,JOB0020,EX005,2026-02-20,Maintenance,20618,2062,GST,20618,2062,WesTrac,0
COST000887,USE00683,JOB0020,EX005,2026-02-20,Transport/float,49772,4977,GST,49772,4977,VIC Tilt Tray,0
COST000888,USE00671,JOB0020,GR001,2026-02-20,Fuel,37327,3733,GST,37327,3733,BP Australia,0
COST000889,USE00671,JOB0020,GR001,2026-02-20,Labour,48652,0,N-T,0,0,Grounded Fleet Payroll,0
COST000890,USE00671,JOB0020,GR001,2026-02-20,Maintenance,69550,6955,GST,69550,6955,WesTrac,0
COST000891,USE00536,JOB0017,BC001,2026-02-21,Fuel,30835,3084,GST,30835,3084,Viva Energy,0
COST000892,USE00536,JOB0017,BC001,2026-02-21,Labour,63927,0,N-T,0,0,Grounded Fleet Payroll,0
COST000893,USE00536,JOB0017,BC001,2026-02-21,Maintenance,41141,4114,GST,41141,4114,Komatsu Service,0
COST000894,USE00508,JOB0017,DZ001,2026-02-21,Fuel,59159,5916,GST,59159,5916,BP Australia,0
COST000895,USE00508,JOB0017,DZ001,2026-02-21,Labour,40975,0,N-T,0,0,Grounded Fleet Payroll,0
COST000896,USE00508,JOB0017,DZ001,2026-02-21,Maintenance,61290,6129,GST,61290,6129,WesTrac,0
COST000897,USE00508,JOB0017,DZ001,2026-02-21,E-tag,4383,438,GST,4383,438,Linkt,0
COST000898,USE00550,JOB0017,EX001,2026-02-21,Fuel,28385,2838,GST,28385,2838,BP Australia,0
COST000899,USE00550,JOB0017,EX001,2026-02-21,Labour,40717,0,N-T,0,0,Grounded Fleet Payroll,0
COST000900,USE00550,JOB0017,EX001,2026-02-21,Transport/float,44528,4453,GST,44528,4453,Grounded Float,0
COST000901,USE00564,JOB0017,EX002,2026-02-21,Fuel,33153,3315,GST,33153,3315,Viva Energy,0
COST000902,USE00564,JOB0017,EX002,2026-02-21,Labour,39236,0,N-T,0,0,Grounded Fleet Payroll,0
COST000903,USE00564,JOB0017,EX002,2026-02-21,E-tag,2682,268,GST,2682,268,Linkt,0
COST000904,USE00522,JOB0017,EX003,2026-02-21,Fuel,42529,4253,GST,42529,4253,Caltex,0
COST000905,USE00522,JOB0017,EX003,2026-02-21,Labour,48772,0,N-T,0,0,Grounded Fleet Payroll,0
COST000906,USE00660,JOB0020,EX001,2026-02-21,Fuel,40796,4080,GST,40796,4080,Ampol,0
COST000907,USE00660,JOB0020,EX001,2026-02-21,Labour,38332,0,N-T,0,0,Grounded Fleet Payroll,0
COST000908,USE00660,JOB0020,EX001,2026-02-21,Maintenance,85908,8591,GST,85908,8591,Local Diesel Repairs,0
COST000909,USE00660,JOB0020,EX001,2026-02-21,Transport/float,90289,9029,GST,90289,9029,Grounded Float,0
COST000910,USE00684,JOB0020,EX005,2026-02-21,Fuel,49971,4997,GST,49971,4997,Caltex,0
COST000911,USE00684,JOB0020,EX005,2026-02-21,Labour,42753,0,N-T,0,0,Grounded Fleet Payroll,0
COST000912,USE00672,JOB0020,GR001,2026-02-21,Fuel,58061,5806,GST,58061,5806,BP Australia,0
COST000913,USE00672,JOB0020,GR001,2026-02-21,Labour,62363,0,N-T,0,0,Grounded Fleet Payroll,0
COST000914,USE00537,JOB0017,BC001,2026-02-23,Fuel,34560,3456,GST,34560,3456,BP Australia,0
COST000915,USE00537,JOB0017,BC001,2026-02-23,Labour,44683,0,N-T,0,0,Grounded Fleet Payroll,0
COST000916,USE00537,JOB0017,BC001,2026-02-23,Maintenance,80631,8063,GST,80631,8063,Local Diesel Repairs,0
COST000917,USE00537,JOB0017,BC001,2026-02-23,E-tag,4211,421,GST,4211,421,Linkt,0
COST000918,USE00509,JOB0017,DZ001,2026-02-23,Fuel,33990,3399,GST,33990,3399,Viva Energy,0
COST000919,USE00509,JOB0017,DZ001,2026-02-23,Labour,48145,0,N-T,0,0,Grounded Fleet Payroll,0
COST000920,USE00509,JOB0017,DZ001,2026-02-23,E-tag,8143,814,GST,8143,814,Linkt,0
COST000921,USE00551,JOB0017,EX001,2026-02-23,Fuel,30040,3004,GST,30040,3004,BP Australia,0
COST000922,USE00551,JOB0017,EX001,2026-02-23,Labour,52552,0,N-T,0,0,Grounded Fleet Payroll,0
COST000923,USE00551,JOB0017,EX001,2026-02-23,Maintenance,28169,2817,GST,28169,2817,Local Diesel Repairs,0
COST000924,USE00551,JOB0017,EX001,2026-02-23,Transport/float,94015,9402,GST,94015,9402,Metro Heavy Haulage,0
COST000925,USE00551,JOB0017,EX001,2026-02-23,E-tag,2564,256,GST,2564,256,Linkt,0
COST000926,USE00565,JOB0017,EX002,2026-02-23,Fuel,16362,1636,GST,16362,1636,BP Australia,0
COST000927,USE00565,JOB0017,EX002,2026-02-23,Labour,51227,0,N-T,0,0,Grounded Fleet Payroll,0
COST000928,USE00565,JOB0017,EX002,2026-02-23,E-tag,4656,466,GST,4656,466,Linkt,0
COST000929,USE00523,JOB0017,EX003,2026-02-23,Fuel,26327,2633,GST,26327,2633,Caltex,0
COST000930,USE00523,JOB0017,EX003,2026-02-23,Labour,59145,0,N-T,0,0,Grounded Fleet Payroll,0
COST000931,USE00538,JOB0017,BC001,2026-02-24,Fuel,14912,1491,GST,14912,1491,Viva Energy,0
COST000932,USE00538,JOB0017,BC001,2026-02-24,Labour,49221,0,N-T,0,0,Grounded Fleet Payroll,0
COST000933,USE00538,JOB0017,BC001,2026-02-24,Maintenance,39817,3982,GST,39817,3982,CAT Parts,0
COST000934,USE00510,JOB0017,DZ001,2026-02-24,Fuel,46851,4685,GST,46851,4685,Ampol,0
COST000935,USE00510,JOB0017,DZ001,2026-02-24,Labour,42432,0,N-T,0,0,Grounded Fleet Payroll,0
COST000936,USE00510,JOB0017,DZ001,2026-02-24,Maintenance,38427,3843,GST,38427,3843,WesTrac,0
COST000937,USE00552,JOB0017,EX001,2026-02-24,Fuel,39275,3928,GST,39275,3928,Caltex,0
COST000938,USE00552,JOB0017,EX001,2026-02-24,Labour,43355,0,N-T,0,0,Grounded Fleet Payroll,0
COST000939,USE00566,JOB0017,EX002,2026-02-24,Fuel,16961,1696,GST,16961,1696,Viva Energy,0
COST000940,USE00566,JOB0017,EX002,2026-02-24,Labour,38688,0,N-T,0,0,Grounded Fleet Payroll,0
COST000941,USE00566,JOB0017,EX002,2026-02-24,Maintenance,36414,3641,GST,36414,3641,Local Diesel Repairs,0
COST000942,USE00524,JOB0017,EX003,2026-02-24,Fuel,30532,3053,GST,30532,3053,BP Australia,0
COST000943,USE00524,JOB0017,EX003,2026-02-24,Labour,44254,0,N-T,0,0,Grounded Fleet Payroll,0
COST000944,USE00802,JOB0025,BC001,2026-02-24,Fuel,23233,2323,GST,23233,2323,Ampol,0
COST000945,USE00802,JOB0025,BC001,2026-02-24,Labour,56248,0,N-T,0,0,Grounded Fleet Payroll,0
COST000946,USE00802,JOB0025,BC001,2026-02-24,Transport/float,79469,7947,GST,79469,7947,VIC Tilt Tray,0
COST000947,USE00785,JOB0025,DZ001,2026-02-24,Fuel,40252,4025,GST,40252,4025,BP Australia,0
COST000948,USE00785,JOB0025,DZ001,2026-02-24,Labour,60780,0,N-T,0,0,Grounded Fleet Payroll,0
COST000949,USE00785,JOB0025,DZ001,2026-02-24,Transport/float,47250,4725,GST,47250,4725,Metro Heavy Haulage,0
COST000950,USE00539,JOB0017,BC001,2026-02-25,Fuel,39910,3991,GST,39910,3991,Viva Energy,0
COST000951,USE00539,JOB0017,BC001,2026-02-25,Labour,47711,0,N-T,0,0,Grounded Fleet Payroll,0
COST000952,USE00539,JOB0017,BC001,2026-02-25,Transport/float,100422,10042,GST,100422,10042,VIC Tilt Tray,0
COST000953,USE00539,JOB0017,BC001,2026-02-25,E-tag,7711,771,GST,7711,771,Linkt,0
COST000954,USE00511,JOB0017,DZ001,2026-02-25,Fuel,49676,4968,GST,49676,4968,Caltex,0
COST000955,USE00511,JOB0017,DZ001,2026-02-25,Labour,46254,0,N-T,0,0,Grounded Fleet Payroll,0
COST000956,USE00511,JOB0017,DZ001,2026-02-25,Transport/float,88087,8809,GST,88087,8809,VIC Tilt Tray,0
COST000957,USE00553,JOB0017,EX001,2026-02-25,Fuel,32549,3255,GST,32549,3255,BP Australia,0
COST000958,USE00553,JOB0017,EX001,2026-02-25,Labour,47288,0,N-T,0,0,Grounded Fleet Payroll,0
COST000959,USE00567,JOB0017,EX002,2026-02-25,Fuel,38148,3815,GST,38148,3815,Ampol,0
COST000960,USE00567,JOB0017,EX002,2026-02-25,Labour,41718,0,N-T,0,0,Grounded Fleet Payroll,0
COST000961,USE00525,JOB0017,EX003,2026-02-25,Fuel,51606,5161,GST,51606,5161,Viva Energy,0
COST000962,USE00525,JOB0017,EX003,2026-02-25,Labour,62964,0,N-T,0,0,Grounded Fleet Payroll,0
COST000963,USE00803,JOB0025,BC001,2026-02-25,Fuel,38620,3862,GST,38620,3862,Viva Energy,0
COST000964,USE00803,JOB0025,BC001,2026-02-25,Labour,63059,0,N-T,0,0,Grounded Fleet Payroll,0
COST000965,USE00803,JOB0025,BC001,2026-02-25,Transport/float,73668,7367,GST,73668,7367,VIC Tilt Tray,0
COST000966,USE00786,JOB0025,DZ001,2026-02-25,Fuel,53561,5356,GST,53561,5356,Viva Energy,0
COST000967,USE00786,JOB0025,DZ001,2026-02-25,Labour,62769,0,N-T,0,0,Grounded Fleet Payroll,0
COST000968,USE00786,JOB0025,DZ001,2026-02-25,Transport/float,110269,11027,GST,110269,11027,Metro Heavy Haulage,0
COST000969,USE00786,JOB0025,DZ001,2026-02-25,E-tag,5554,555,GST,5554,555,Linkt,0
COST000970,USE00540,JOB0017,BC001,2026-02-26,Fuel,42392,4239,GST,42392,4239,Caltex,0
COST000971,USE00540,JOB0017,BC001,2026-02-26,Labour,55435,0,N-T,0,0,Grounded Fleet Payroll,0
COST000972,USE00540,JOB0017,BC001,2026-02-26,Maintenance,23931,2393,GST,23931,2393,Local Diesel Repairs,0
COST000973,USE00540,JOB0017,BC001,2026-02-26,Transport/float,65752,6575,GST,65752,6575,VIC Tilt Tray,0
COST000974,USE00512,JOB0017,DZ001,2026-02-26,Fuel,53138,5314,GST,53138,5314,BP Australia,0
COST000975,USE00512,JOB0017,DZ001,2026-02-26,Labour,46757,0,N-T,0,0,Grounded Fleet Payroll,0
COST000976,USE00512,JOB0017,DZ001,2026-02-26,Transport/float,87387,8739,GST,87387,8739,VIC Tilt Tray,0
COST000977,USE00554,JOB0017,EX001,2026-02-26,Fuel,41874,4187,GST,41874,4187,BP Australia,0
COST000978,USE00554,JOB0017,EX001,2026-02-26,Labour,63696,0,N-T,0,0,Grounded Fleet Payroll,0
COST000979,USE00554,JOB0017,EX001,2026-02-26,Maintenance,34283,3428,GST,34283,3428,Local Diesel Repairs,0
COST000980,USE00568,JOB0017,EX002,2026-02-26,Fuel,46842,4684,GST,46842,4684,BP Australia,0
COST000981,USE00568,JOB0017,EX002,2026-02-26,Labour,40534,0,N-T,0,0,Grounded Fleet Payroll,0
COST000982,USE00568,JOB0017,EX002,2026-02-26,Maintenance,87721,8772,GST,87721,8772,Local Diesel Repairs,0
COST000983,USE00526,JOB0017,EX003,2026-02-26,Fuel,28593,2859,GST,28593,2859,BP Australia,0
COST000984,USE00526,JOB0017,EX003,2026-02-26,Labour,61451,0,N-T,0,0,Grounded Fleet Payroll,0
COST000985,USE00526,JOB0017,EX003,2026-02-26,Maintenance,73441,7344,GST,73441,7344,Local Diesel Repairs,0
COST000986,USE00804,JOB0025,BC001,2026-02-26,Fuel,26829,2683,GST,26829,2683,Ampol,0
COST000987,USE00804,JOB0025,BC001,2026-02-26,Labour,52243,0,N-T,0,0,Grounded Fleet Payroll,0
COST000988,USE00804,JOB0025,BC001,2026-02-26,Transport/float,110491,11049,GST,110491,11049,Grounded Float,0
COST000989,USE00787,JOB0025,DZ001,2026-02-26,Fuel,58271,5827,GST,58271,5827,Ampol,0
COST000990,USE00787,JOB0025,DZ001,2026-02-26,Labour,41796,0,N-T,0,0,Grounded Fleet Payroll,0
COST000991,USE00787,JOB0025,DZ001,2026-02-26,Maintenance,57619,5762,GST,57619,5762,Komatsu Service,0
COST000992,USE00787,JOB0025,DZ001,2026-02-26,Transport/float,111298,11130,GST,111298,11130,VIC Tilt Tray,0
COST000993,USE00541,JOB0017,BC001,2026-02-27,Fuel,25423,2542,GST,25423,2542,Caltex,0
COST000994,USE00541,JOB0017,BC001,2026-02-27,Labour,52633,0,N-T,0,0,Grounded Fleet Payroll,0
COST000995,USE00541,JOB0017,BC001,2026-02-27,Maintenance,61494,6149,GST,61494,6149,CAT Parts,0
COST000996,USE00541,JOB0017,BC001,2026-02-27,Transport/float,108278,10828,GST,108278,10828,Metro Heavy Haulage,0
COST000997,USE00541,JOB0017,BC001,2026-02-27,E-tag,7810,781,GST,7810,781,Linkt,0
COST000998,USE00513,JOB0017,DZ001,2026-02-27,Fuel,76775,7678,GST,76775,7678,Ampol,0
COST000999,USE00513,JOB0017,DZ001,2026-02-27,Labour,49420,0,N-T,0,0,Grounded Fleet Payroll,0
COST001000,USE00513,JOB0017,DZ001,2026-02-27,Transport/float,59905,5990,GST,59905,5990,VIC Tilt Tray,0
COST001001,USE00555,JOB0017,EX001,2026-02-27,Fuel,29986,2999,GST,29986,2999,Caltex,0
COST001002,USE00555,JOB0017,EX001,2026-02-27,Labour,56966,0,N-T,0,0,Grounded Fleet Payroll,0
COST001003,USE00569,JOB0017,EX002,2026-02-27,Fuel,51972,5197,GST,51972,5197,BP Australia,0
COST001004,USE00569,JOB0017,EX002,2026-02-27,Labour,43850,0,N-T,0,0,Grounded Fleet Payroll,0
COST001005,USE00569,JOB0017,EX002,2026-02-27,Maintenance,66718,6672,GST,66718,6672,CAT Parts,0
COST001006,USE00527,JOB0017,EX003,2026-02-27,Fuel,24797,2480,GST,24797,2480,Caltex,0
COST001007,USE00527,JOB0017,EX003,2026-02-27,Labour,54240,0,N-T,0,0,Grounded Fleet Payroll,0
COST001008,USE00805,JOB0025,BC001,2026-02-27,Fuel,37478,3748,GST,37478,3748,BP Australia,0
COST001009,USE00805,JOB0025,BC001,2026-02-27,Labour,43437,0,N-T,0,0,Grounded Fleet Payroll,0
COST001010,USE00805,JOB0025,BC001,2026-02-27,Transport/float,89040,8904,GST,89040,8904,VIC Tilt Tray,0
COST001011,USE00788,JOB0025,DZ001,2026-02-27,Fuel,19171,1917,GST,19171,1917,Caltex,0
COST001012,USE00788,JOB0025,DZ001,2026-02-27,Labour,48522,0,N-T,0,0,Grounded Fleet Payroll,0
COST001013,USE00788,JOB0025,DZ001,2026-02-27,Transport/float,58262,5826,GST,58262,5826,VIC Tilt Tray,0
COST001014,USE00542,JOB0017,BC001,2026-02-28,Fuel,30832,3083,GST,30832,3083,BP Australia,0
COST001015,USE00542,JOB0017,BC001,2026-02-28,Labour,60091,0,N-T,0,0,Grounded Fleet Payroll,0
COST001016,USE00542,JOB0017,BC001,2026-02-28,Transport/float,65832,6583,GST,65832,6583,VIC Tilt Tray,0
COST001017,USE00514,JOB0017,DZ001,2026-02-28,Fuel,39538,3954,GST,39538,3954,Ampol,0
COST001018,USE00514,JOB0017,DZ001,2026-02-28,Labour,64151,0,N-T,0,0,Grounded Fleet Payroll,0
COST001019,USE00514,JOB0017,DZ001,2026-02-28,Maintenance,41425,4142,GST,41425,4142,CAT Parts,0
COST001020,USE00514,JOB0017,DZ001,2026-02-28,Transport/float,78704,7870,GST,78704,7870,VIC Tilt Tray,0
COST001021,USE00556,JOB0017,EX001,2026-02-28,Fuel,38129,3813,GST,38129,3813,Viva Energy,0
COST001022,USE00556,JOB0017,EX001,2026-02-28,Labour,57231,0,N-T,0,0,Grounded Fleet Payroll,0
COST001023,USE00556,JOB0017,EX001,2026-02-28,Maintenance,43947,4395,GST,43947,4395,CAT Parts,0
COST001024,USE00570,JOB0017,EX002,2026-02-28,Fuel,18124,1812,GST,18124,1812,Ampol,0
COST001025,USE00570,JOB0017,EX002,2026-02-28,Labour,52606,0,N-T,0,0,Grounded Fleet Payroll,0
COST001026,USE00528,JOB0017,EX003,2026-02-28,Fuel,24639,2464,GST,24639,2464,Ampol,0
COST001027,USE00528,JOB0017,EX003,2026-02-28,Labour,43366,0,N-T,0,0,Grounded Fleet Payroll,0
COST001028,USE00806,JOB0025,BC001,2026-02-28,Fuel,19452,1945,GST,19452,1945,Caltex,0
COST001029,USE00806,JOB0025,BC001,2026-02-28,Labour,52502,0,N-T,0,0,Grounded Fleet Payroll,0
COST001030,USE00806,JOB0025,BC001,2026-02-28,Maintenance,43508,4351,GST,43508,4351,WesTrac,0
COST001031,USE00806,JOB0025,BC001,2026-02-28,Transport/float,77205,7720,GST,77205,7720,Grounded Float,0
COST001032,USE00789,JOB0025,DZ001,2026-02-28,Fuel,61561,6156,GST,61561,6156,BP Australia,0
COST001033,USE00789,JOB0025,DZ001,2026-02-28,Labour,57077,0,N-T,0,0,Grounded Fleet Payroll,0
COST001034,USE00789,JOB0025,DZ001,2026-02-28,Maintenance,77972,7797,GST,77972,7797,CAT Parts,0
COST001035,USE00789,JOB0025,DZ001,2026-02-28,Transport/float,80409,8041,GST,80409,8041,Metro Heavy Haulage,0
COST001036,USE00543,JOB0017,BC001,2026-03-02,Fuel,26796,2680,GST,26796,2680,Ampol,0
COST001037,USE00543,JOB0017,BC001,2026-03-02,Labour,44630,0,N-T,0,0,Grounded Fleet Payroll,0
COST001038,USE00543,JOB0017,BC001,2026-03-02,Transport/float,43229,4323,GST,43229,4323,VIC Tilt Tray,0
COST001039,USE00515,JOB0017,DZ001,2026-03-02,Fuel,39003,3900,GST,39003,3900,Caltex,0
COST001040,USE00515,JOB0017,DZ001,2026-03-02,Labour,49599,0,N-T,0,0,Grounded Fleet Payroll,0
COST001041,USE00515,JOB0017,DZ001,2026-03-02,Transport/float,46770,4677,GST,46770,4677,Metro Heavy Haulage,0
COST001042,USE00557,JOB0017,EX001,2026-03-02,Fuel,40122,4012,GST,40122,4012,Caltex,0
COST001043,USE00557,JOB0017,EX001,2026-03-02,Labour,52722,0,N-T,0,0,Grounded Fleet Payroll,0
COST001044,USE00557,JOB0017,EX001,2026-03-02,E-tag,7150,715,GST,7150,715,Linkt,0
COST001045,USE00571,JOB0017,EX002,2026-03-02,Fuel,46732,4673,GST,46732,4673,Caltex,0
COST001046,USE00571,JOB0017,EX002,2026-03-02,Labour,46351,0,N-T,0,0,Grounded Fleet Payroll,0
COST001047,USE00571,JOB0017,EX002,2026-03-02,E-tag,11796,1180,GST,11796,1180,Linkt,0
COST001048,USE00529,JOB0017,EX003,2026-03-02,Fuel,29924,2992,GST,29924,2992,Caltex,0
COST001049,USE00529,JOB0017,EX003,2026-03-02,Labour,63751,0,N-T,0,0,Grounded Fleet Payroll,0
COST001050,USE00529,JOB0017,EX003,2026-03-02,Maintenance,35670,3567,GST,35670,3567,Local Diesel Repairs,0
COST001051,USE00807,JOB0025,BC001,2026-03-02,Fuel,22085,2208,GST,22085,2208,BP Australia,0
COST001052,USE00807,JOB0025,BC001,2026-03-02,Labour,51523,0,N-T,0,0,Grounded Fleet Payroll,0
COST001053,USE00807,JOB0025,BC001,2026-03-02,Transport/float,107907,10791,GST,107907,10791,Metro Heavy Haulage,0
COST001054,USE00790,JOB0025,DZ001,2026-03-02,Fuel,25781,2578,GST,25781,2578,Caltex,0
COST001055,USE00790,JOB0025,DZ001,2026-03-02,Labour,45032,0,N-T,0,0,Grounded Fleet Payroll,0
COST001056,USE00790,JOB0025,DZ001,2026-03-02,Maintenance,65494,6549,GST,65494,6549,Komatsu Service,0
COST001057,USE00790,JOB0025,DZ001,2026-03-02,Transport/float,40022,4002,GST,40022,4002,VIC Tilt Tray,0
COST001058,USE00544,JOB0017,BC001,2026-03-03,Fuel,35938,3594,GST,35938,3594,Viva Energy,0
COST001059,USE00544,JOB0017,BC001,2026-03-03,Labour,64701,0,N-T,0,0,Grounded Fleet Payroll,0
COST001060,USE00544,JOB0017,BC001,2026-03-03,Transport/float,115823,11582,GST,115823,11582,VIC Tilt Tray,0
COST001061,USE00516,JOB0017,DZ001,2026-03-03,Fuel,34316,3432,GST,34316,3432,BP Australia,0
COST001062,USE00516,JOB0017,DZ001,2026-03-03,Labour,43154,0,N-T,0,0,Grounded Fleet Payroll,0
COST001063,USE00516,JOB0017,DZ001,2026-03-03,Maintenance,84126,8413,GST,84126,8413,CAT Parts,0
COST001064,USE00516,JOB0017,DZ001,2026-03-03,Transport/float,88761,8876,GST,88761,8876,VIC Tilt Tray,0
COST001065,USE00516,JOB0017,DZ001,2026-03-03,E-tag,11424,1142,GST,11424,1142,Linkt,0
COST001066,USE00558,JOB0017,EX001,2026-03-03,Fuel,30292,3029,GST,30292,3029,Ampol,0
